Year,Name,DOB,Sex,Category,Motivation,Birth Country,Affiliation,Affiliation Place
1909,Auguste Marie FranâˆšÃŸois Beernaert,1829/07/26,Male,Peace,,Belgium,,
1909,"Paul Henri Benjamin Balluet d'Estournelles de Constant, Baron de Constant de Rebecque",1852/11/22,Male,Peace,,France,,
1910,Bureau international permanent de la Paix (Permanent International Peace Bureau),,,Peace,,,,
1911,Alfred Hermann Fried,1864/11/11,Male,Peace,,Austria,,
1911,Tobias Michael Carel Asser,1838/04/28,Male,Peace,,Netherlands,,
1912,Elihu Root,1845/02/15,Male,Peace,,United States of America,,
1913,Henri La Fontaine,1854/04/22,Male,Peace,,Belgium,,
1917,ComitâˆšÂ© international de la Croix Rouge (International Committee of the Red Cross),,,Peace,,,,
1919,Thomas Woodrow Wilson,1856/12/28,Male,Peace,,United States of America,,
1920,LâˆšÂ©on Victor Auguste Bourgeois,1851/05/21,Male,Peace,,France,,
1921,Christian Lous Lange,1869/09/17,Male,Peace,,Norway,,
1921,Karl Hjalmar Branting,1860/11/23,Male,Peace,,Sweden,,
1922,Fridtjof Nansen,1861/10/10,Male,Peace,,Norway,,
1925,Charles Gates Dawes,1865/08/27,Male,Peace,,United States of America,,
1925,Sir Austen Chamberlain,1863/10/16,Male,Peace,,United Kingdom,,
1926,Aristide Briand,1862/03/28,Male,Peace,,France,,
1926,Gustav Stresemann,1878/05/10,Male,Peace,,Germany,,
1927,Ferdinand Buisson,1841/12/20,Male,Peace,,France,,
1927,Ludwig Quidde,1858/03/23,Male,Peace,,Germany,,
1929,Frank Billings Kellogg,1856/12/22,Male,Peace,,United States of America,,
1930,Lars Olof Jonathan (Nathan) Sâˆšâˆ‚derblom,1866/01/15,Male,Peace,,Sweden,,
1931,Jane Addams,1860/09/06,Female,Peace,,United States of America,,
1931,Nicholas Murray Butler,1862/04/02,Male,Peace,,United States of America,Columbia University,"New York, NY, United States of America"
1933,Sir Norman Angell (Ralph Lane),1872/12/26,Male,Peace,,United Kingdom,,
1934,Arthur Henderson,1863/09/13,Male,Peace,,United Kingdom,,
1935,Carl von Ossietzky,1889/10/03,Male,Peace,,Germany,,
1936,Carlos Saavedra Lamas,1878/11/01,Male,Peace,,Argentina,,
1937,"Cecil of Chelwood, Viscount (Lord Edgar Algernon Robert Gascoyne Cecil)",1864/09/14,Male,Peace,,United Kingdom,,
1938,Office international Nansen pour les RâˆšÂ©fugiâˆšÂ©s (Nansen International Office for Refugees),,,Peace,,,,
1944,ComitâˆšÂ© international de la Croix Rouge (International Committee of the Red Cross),,,Peace,,,,
1945,Cordell Hull,1871/10/02,Male,Peace,,United States of America,,
1946,Emily Greene Balch,1867/01/08,Female,Peace,,United States of America,,
1946,John Raleigh Mott,1865/05/25,Male,Peace,,United States of America,,
1947,American Friends Service Committee (The Quakers),,,Peace,,,,
1947,Friends Service Council (The Quakers),,,Peace,,,,
1949,Lord (John) Boyd Orr of Brechin,1880/09/23,Male,Peace,,United Kingdom,,
1950,Ralph Bunche,7/8/1904,Male,Peace,,United States of America,Harvard University,
1951,LâˆšÂ©on Jouhaux,1879/07/01,Male,Peace,,France,,
1952,Albert Schweitzer,1875/01/14,Male,Peace,,France,,
1953,George Catlett Marshall,1880/12/31,Male,Peace,,United States of America,,
1954,Office of the United Nations High Commissioner for Refugees (UNHCR),,,Peace,,,,
1957,Lester Bowles Pearson,1897/04/23,Male,Peace,,Canada,,
1958,Georges Pire,10/2/1910,Male,Peace,,Belgium,,
1959,Philip J. Noel-Baker,1889/11/01,Male,Peace,,United Kingdom,,
1960,Albert John Lutuli,1898/01/01,Male,Peace,,Zimbabwe,,
1961,Dag Hjalmar Agne Carl Hammarskjâˆšâˆ‚ld,7/29/1905,Male,Peace,,Sweden,,
1962,Linus Carl Pauling,2/28/1901,Male,Peace,,United States of America,California Institute of Technology (Caltech),"Pasadena, CA, United States of America"
1963,ComitâˆšÂ© international de la Croix Rouge (International Committee of the Red Cross),,,Peace,,,,
1963,Ligue des SociâˆšÂ©tâˆšÂ©s de la Croix-Rouge (League of Red Cross Societies),,,Peace,,,,
1964,Martin Luther King Jr.,1/15/1929,Male,Peace,,United States of America,,
1965,United Nations Children's Fund (UNICEF),,,Peace,,,,
1968,RenâˆšÂ© Cassin,1887/10/05,Male,Peace,,France,,
1969,International Labour Organization (I.L.O.),,,Peace,,,,
1970,Norman E. Borlaug,3/25/1914,Male,Peace,,United States of America,,
1971,Willy Brandt,12/18/1913,Male,Peace,,Germany,,
1973,Henry A. Kissinger,5/27/1923,Male,Peace,,Germany,,
1973,Le Duc Tho,10/14/1911,Male,Peace,,Vietnam,,
1974,Eisaku Sato,3/27/1901,Male,Peace,,Japan,,
1974,SeâˆšÂ°n MacBride,1/26/1904,Male,Peace,,France,,
1975,Andrei Dmitrievich Sakharov,5/21/1921,Male,Peace,,Russia,,
1976,Betty Williams,5/22/1943,Female,Peace,,United Kingdom,,
1976,Mairead Corrigan,1/27/1944,Female,Peace,,United Kingdom,,
1977,Amnesty International,,,Peace,,,,
1978,Menachem Begin,8/16/1913,Male,Peace,,Belarus,,
1978,Mohamed Anwar al-Sadat,12/25/1918,Male,Peace,,Egypt,,
1979,Mother Teresa,8/26/1910,Female,Peace,,Republic of Macedonia,,
1980,Adolfo PâˆšÂ©rez Esquivel,11/26/1931,Male,Peace,,Argentina,,
1981,Office of the United Nations High Commissioner for Refugees (UNHCR),,,Peace,,,,
1982,Alfonso Garcâˆšâ‰ a Robles,3/20/1911,Male,Peace,,Mexico,,
1982,Alva Myrdal,1/31/1902,Female,Peace,,Sweden,,
1983,Lech Walesa,9/29/1943,Male,Peace,,Poland,,
1984,Desmond Mpilo Tutu,7/10/1931,Male,Peace,,South Africa,,
1985,International Physicians for the Prevention of Nuclear War,,,Peace,,,,
1986,Elie Wiesel,9/30/1928,Male,Peace,,Romania,,
1987,Oscar Arias SâˆšÂ°nchez,9/13/1941,Male,Peace," for his work for peace in Central America, efforts which led to the accord signed in Guatemala on August 7 this year ",Costa Rica,,
1988,United Nations Peacekeeping Forces,,,Peace,,,,
1989,The 14th Dalai Lama (Tenzin Gyatso),6/7/1935,Male,Peace,,China,,
1990,Mikhail Sergeyevich Gorbachev,2/3/1931,Male,Peace, for his leading role in the peace process which today characterizes important parts of the international community ,Russia,,
1991,Aung San Suu Kyi,6/19/1945,Female,Peace, for her non-violent struggle for democracy and human rights ,Myanmar,,
1992,Rigoberta Menchâˆšâˆ« Tum,9/1/1959,Female,Peace, in recognition of her work for social justice and ethno-cultural reconciliation based on respect for the rights of indigenous peoples ,Guatemala,,
1993,Frederik Willem de Klerk,3/18/1936,Male,Peace," for their work for the peaceful termination of the apartheid regime, and for laying the foundations for a new democratic South Africa ",South Africa,,
1993,Nelson Mandela,7/18/1918,Male,Peace," for their work for the peaceful termination of the apartheid regime, and for laying the foundations for a new democratic South Africa ",South Africa,,
1994,Shimon Peres,8/16/1923,Male,Peace, for their efforts to create peace in the Middle East ,Belarus,,
1994,Yasser Arafat,8/24/1929,Male,Peace, for their efforts to create peace in the Middle East ,Egypt,,
1994,Yitzhak Rabin,1/3/1922,Male,Peace, for their efforts to create peace in the Middle East ,Israel,,
1995,Joseph Rotblat,4/11/1908,Male,Peace," for their efforts to diminish the part played by nuclear arms in international politics and, in the longer run, to eliminate such arms ",Poland,,
1995,Pugwash Conferences on Science and World Affairs,,,Peace," for their efforts to diminish the part played by nuclear arms in international politics and, in the longer run, to eliminate such arms ",,,
1996,Carlos Filipe Ximenes Belo,3/2/1948,Male,Peace, for their work towards a just and peaceful solution to the conflict in East Timor ,East Timor,,
1996,JosâˆšÂ© Ramos-Horta,12/26/1949,Male,Peace, for their work towards a just and peaceful solution to the conflict in East Timor ,East Timor,,
1997,International Campaign to Ban Landmines (ICBL),,,Peace, for their work for the banning and clearing of anti-personnel mines ,,,
1997,Jody Williams,9/10/1950,Female,Peace, for their work for the banning and clearing of anti-personnel mines ,United States of America,,
1998,David Trimble,10/15/1944,Male,Peace, for their efforts to find a peaceful solution to the conflict in Northern Ireland ,United Kingdom,,
1998,John Hume,1/18/1937,Male,Peace, for their efforts to find a peaceful solution to the conflict in Northern Ireland ,United Kingdom,,
1999,MâˆšÂ©decins Sans FrontiâˆšÂ®res,,,Peace, in recognition of the organization's pioneering humanitarian work on several continents ,,,
2000,Kim Dae-jung,3/12/1925,Male,Peace," for his work for democracy and human rights in South Korea and in East Asia in general, and for peace and reconciliation with North Korea in particular ",Korea (South Korea),,
2001,Kofi Annan,8/4/1938,Male,Peace, for their work for a better organized and more peaceful world ,Ghana,,
2001,United Nations (U.N.),,,Peace, for their work for a better organized and more peaceful world ,,,
2002,Jimmy Carter,1/10/1924,Male,Peace," for his decades of untiring effort to find peaceful solutions to international conflicts, to advance democracy and human rights, and to promote economic and social development ",United States of America,,
2003,Shirin Ebadi,6/21/1947,Female,Peace, for her efforts for democracy and human rights. She has focused especially on the struggle for the rights of women and children ,Iran,,
2004,Wangari Muta Maathai,1/4/1940,Female,Peace," for her contribution to sustainable development, democracy and peace ",Kenya,,
2005,International Atomic Energy Agency (IAEA),,,Peace, for their efforts to prevent nuclear energy from being used for military purposes and to ensure that nuclear energy for peaceful purposes is used in the safest possible way ,,,
2005,Mohamed ElBaradei,6/17/1942,Male,Peace, for their efforts to prevent nuclear energy from being used for military purposes and to ensure that nuclear energy for peaceful purposes is used in the safest possible way ,Egypt,,
2006,Grameen Bank,,,Peace, for their efforts to create economic and social development from below ,,,
2006,Muhammad Yunus,6/28/1940,Male,Peace, for their efforts to create economic and social development from below ,Bangladesh,,
2007,Albert Arnold (Al) Gore Jr.,3/31/1948,Male,Peace," for their efforts to build up and disseminate greater knowledge about man-made climate change, and to lay the foundations for the measures that are needed to counteract such change ",United States of America,,
2007,Intergovernmental Panel on Climate Change (IPCC),,,Peace," for their efforts to build up and disseminate greater knowledge about man-made climate change, and to lay the foundations for the measures that are needed to counteract such change ",,,
